sensor,timestamp,moisture,below_30,day_of_week,hour_of_day,month,year,time_of_day
sensor2,2024-01-05 20:14:42.569768,0.06,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.569768,0.52,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.569768,0.99,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.580371,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.580371,0.69,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.580371,0.67,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.580371,0.06,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.589931,0.73,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.589931,0.73,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.589931,0.39,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.589931,0.39,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.599329,0.6,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.599329,0.78,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.599329,0.87,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.599329,0.48,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.608324,0.38,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.608324,0.49,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.608324,0.93,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.608324,0.83,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.617399,0.52,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.617399,0.32,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.617399,0.98,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.617399,0.83,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.626608,0.67,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.626608,0.68,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.626608,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.626608,0.67,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.635546,0.36,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.635546,0.69,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.635546,0.85,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.635546,0.34,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.644484,0.09,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.644484,0.53,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.644484,0.45,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.644484,0.58,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.653287,0.1,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.653287,0.17,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.653287,0.31,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.653287,0.87,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.662867,0.75,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.662867,0.84,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.662867,0.06,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.662867,0.17,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.671987,0.32,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.671987,0.1,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.671987,0.05,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.671987,0.1,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.681543,0.07,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.681543,0.63,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.681543,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.681543,0.08,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.690545,0.65,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.690545,0.26,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.690545,0.23,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.690545,0.83,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.699623,0.06,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.699623,0.04,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.699623,0.95,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.699623,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.709506,0.24,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.709506,0.19,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.709506,0.02,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.709506,0.72,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.718996,0.48,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.718996,0.96,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.718996,0.91,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.718996,0.37,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.728005,0.41,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.728005,0.31,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.728005,0.92,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.728005,0.01,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.737018,0.22,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.737018,0.4,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.737018,0.45,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.737018,0.31,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.745918,0.43,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.745918,0.97,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.745918,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.745918,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.755215,0.47,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.755215,0.05,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.755215,0.58,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.755215,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.764059,0.14,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.764059,0.19,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.764059,0.83,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.764059,0.47,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.772938,0.19,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.772938,0.72,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.772938,0.96,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.772938,0.57,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.781802,0.56,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.781802,0.46,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.781802,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.781802,0.18,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.790555,0.62,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.790555,0.42,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.790555,0.44,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.790555,0.43,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.799413,0.71,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.799413,0.68,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.799413,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.799413,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.808150,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.808150,0.21,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.808150,0.78,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.808150,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.817504,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.817504,0.26,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.817504,0.18,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.817504,0.5,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.826616,0.53,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.826616,0.81,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.826616,0.43,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.826616,0.68,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.835928,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.835928,0.24,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.835928,0.33,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.835928,0.68,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.845247,0.15,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.845247,0.49,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.845247,0.23,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.845247,0.49,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.855637,0.86,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.855637,0.29,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.855637,0.91,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.855637,0.29,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.865462,0.2,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.865462,1.0,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.865462,0.05,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.865462,0.08,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.874700,0.67,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.874700,0.62,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.874700,0.26,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.874700,0.47,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.887217,0.72,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.887217,0.66,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.887217,0.92,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.887217,0.76,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.896626,0.47,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.896626,0.97,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.896626,0.89,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.896626,0.97,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.906025,0.62,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.906025,0.88,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.906025,0.57,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.906025,0.39,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.916115,0.14,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.916115,0.34,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.916115,0.95,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.916115,0.41,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.926405,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.926405,0.04,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.926405,0.71,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.926405,0.36,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.936411,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.936411,0.91,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.936411,0.62,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.936411,0.61,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.946078,0.63,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.946078,0.83,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.946078,0.04,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.946078,0.97,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.955853,0.33,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.955853,0.29,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.955853,0.66,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.955853,0.63,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.965672,0.29,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.965672,0.38,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.965672,0.94,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.965672,0.21,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.977108,0.71,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.977108,0.25,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.977108,0.8,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.977108,0.62,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.986696,0.23,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.986696,0.57,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.986696,0.8,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.986696,0.16,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:42.996810,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:42.996810,0.01,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:42.996810,0.47,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:42.996810,0.12,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.006223,0.9,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.006223,0.4,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.006223,0.31,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.006223,0.33,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.011886,0.12,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.011886,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.011886,0.68,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.011886,0.11,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.021502,0.1,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.021502,0.34,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.021502,0.7,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.021502,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.030618,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.030618,0.16,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.030618,0.57,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.030618,0.43,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.040270,0.15,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.040270,0.34,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.040270,1.0,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.040270,0.34,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.049642,0.85,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.049642,0.53,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.049642,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.049642,0.97,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.060253,0.36,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.060253,0.79,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.060253,0.06,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.060253,0.38,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.069902,0.65,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.069902,0.62,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.069902,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.069902,0.56,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.082576,0.45,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.082576,0.64,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.082576,0.82,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.082576,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.093310,0.91,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.093310,0.51,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.093310,0.18,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.093310,0.46,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.103672,0.16,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.103672,0.67,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.103672,0.45,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.103672,0.77,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.114289,0.51,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.114289,0.75,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.114289,0.06,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.114289,0.6,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.123087,0.54,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.123087,0.13,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.123087,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.123087,0.47,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.132183,0.2,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.132183,0.29,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.132183,0.66,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.132183,0.99,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.141178,0.95,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.141178,0.86,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.141178,0.7,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.141178,0.72,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.150385,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.150385,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.150385,0.2,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.150385,0.85,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.159503,0.91,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.159503,0.35,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.159503,0.26,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.159503,0.08,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.168479,0.9,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.168479,0.22,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.168479,0.09,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.168479,0.6,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.177538,0.92,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.177538,0.33,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.177538,0.81,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.177538,0.15,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.187070,0.49,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.187070,0.51,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.187070,0.14,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.187070,0.57,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.196623,0.5,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.196623,0.99,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.196623,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.196623,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.206131,0.56,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.206131,0.26,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.206131,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.206131,0.4,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.216124,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.216124,0.13,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.216124,0.96,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.216124,0.29,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.226278,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.226278,0.96,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.226278,0.59,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.226278,0.49,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.235572,0.52,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.235572,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.235572,0.67,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.235572,0.55,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.247786,0.76,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.247786,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.247786,0.55,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.247786,0.86,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.257744,0.6,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.257744,0.03,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.257744,0.1,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.257744,0.03,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.267088,0.91,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.267088,0.38,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.267088,0.84,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.267088,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.277074,0.91,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.277074,0.33,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.277074,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.277074,0.0,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.286349,0.88,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.286349,0.2,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.286349,0.4,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.286349,0.49,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.296699,0.88,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.296699,0.25,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.296699,0.8,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.296699,0.8,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.306229,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.306229,0.03,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.306229,0.84,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.306229,0.18,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.316089,0.9,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.316089,0.49,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.316089,0.78,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.316089,0.99,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.325780,0.55,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.325780,0.43,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.325780,0.26,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.325780,0.27,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.335252,0.43,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.335252,0.31,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.335252,0.65,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.335252,0.74,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.344660,0.53,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.344660,0.46,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.344660,0.49,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.344660,0.46,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.354155,0.14,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.354155,0.32,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.354155,0.89,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.354155,0.39,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.363547,0.45,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.363547,0.2,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.363547,0.11,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.363547,0.41,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.373209,0.36,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.373209,0.07,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.373209,0.94,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.373209,0.65,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.382514,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.382514,0.09,1,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.382514,0.52,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.382514,0.74,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.391749,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.391749,0.94,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.391749,0.29,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.391749,0.82,0,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.401230,0.38,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.401230,0.76,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.401230,0.0,1,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.401230,0.26,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.410376,0.43,0,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.410376,0.95,0,4,20,1,2024,evening
sensor3,2024-01-05 20:14:43.410376,0.4,0,4,20,1,2024,evening
sensor4,2024-01-05 20:14:43.410376,0.18,1,4,20,1,2024,evening
sensor1,2024-01-05 20:14:43.419660,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:14:43.419660,0.86,0,4,20,1,2024,evening
